"","Temperature Change","Total Grains, Cereals and Root Production Quantity in 1000MT","Total Grains, Cereals and Root Food Supply in 1000MT","Total Grains, Cereals and Root Area Harvested in 1000Ha","Population in Millions","GDP in US dollars per person"
"826",1.585,1789.480664,2114.944009,670.764,5.084,498.8598776
"827",1.692,1732.560692,2053.769506,650.537,5.139,535.6817117
"828",0.987,1821.005529,2368.29482,690.033,5.204,573.4346164
"829",0.997,2176.236181,2541.54585,699.479,5.271,582.4862855
"830",1.341,1833.936774,2229.746443,662.49,5.334,572.8921581
"831",1.195,1887.149266,2535.758935,662.93,5.393,600.3743751
"832",0.267,1648.220751,2160.73042,654.856,5.448,588.9663812
"833",0.226,198.5514554,306.8324455,203.842,1.31,429.1162038
"834",-0.272,175.7557737,281.5747429,207.96,1.345,420.8528496
"835",0.307,129.3482167,226.5542644,189.62,1.382,420.0577315
"836",1.046,127.9798718,276.4172923,182.57,1.418,418.8419637
"837",0.379,137.2526124,267.7316849,204.534,1.453,428.9810125
"838",0.837,173.2475146,251.8092877,233.69,1.487,429.8951796
"839",0.54,139.0699497,254.8342952,196.965,1.519,444.0012416
"840",0.6,153.877182,227.7796028,245.234,1.55,435.1274608
"841",0.449,242.1097972,387.2986099,283.973,1.58,463.3910489
"842",-0.014,209.1737268,403.3215571,219.745,1.609,479.9599043
"843",0.353,252.9223118,470.4151891,236.055,1.639,497.7687718
"844",0.528,76.90783547,312.2003794,149.08,1.669,507.9084831
"845",0.977,104.055425,362.6993466,156.776,1.699,535.1403129
"846",0.992,165.1540616,407.7983193,161.464,1.73,543.0550815
"847",0.136,237.5014835,426.1623568,277.169,1.762,561.6948653
"848",0.741,96.41138371,358.0563525,110.062,1.795,562.3824085
"849",-0.169,271.970605,426.6032475,222.993,1.829,580.7038024
"850",0.25,221.3301724,365.9631896,207.882,1.865,592.7611344
"851",0.931,215.4770162,411.1154865,132.047,1.901,591.677706
"852",1.259,175.2756259,349.8847886,189.512,1.934,583.9200075
"853",0.339,227.4220704,417.0300776,213.595,1.964,604.5576384
"854",0.618,183.856638,348.4819265,261.393,1.989,622.2054858
"855",0.601,267.6235165,456.2471429,208.104,2.01,618.9826928
"856",0.721,199.446432,411.5941904,195.974,2.029,641.9519278
"857",0.635,128.1098042,332.7312584,188.842,2.047,650.8897529
"858",0.772,122.664809,337.3019459,167.846,2.066,662.3452571
"859",-0.051,123.6976481,314.9172458,232.92,2.086,684.2514958
"860",0.621,89.6313913,323.8835652,172.475,2.106,709.8345989
"861",0.367,93.17847699,302.3133974,195.588,2.127,743.1226827
"862",0.392,92.22304861,325.7858012,184.88,2.149,761.9556918
"863",1.143,193.5732507,408.2290033,196.512,2.171,813.5846992
"864",0.403,127.2838291,368.4465816,163.449,2.194,835.1434928
"865",0.68,82.53165483,342.6944074,60,2.217,859.2400634
"866",0.351,264.4463265,363.9783798,247.2,1.923,621.9859844
"867",0.087,281.8847133,393.0561891,260.2,1.989,588.4976604
"868",0.156,292.2965803,409.1363163,260.25,2.059,554.6594159
"869",0.427,288.0730428,390.2070792,286.21,2.126,526.9900666
"870",0.305,277.2807862,397.1515911,280.431,2.179,503.3368116
"871",0.207,291.3872282,395.563684,282.351,2.212,491.6462878
"872",0.094,298.5342012,416.6200185,286.96,2.221,481.4347045
"873",0.863,323.8037576,427.8525136,288.25,2.213,478.335635
"874",0.729,347.8166548,450.1084988,291.28,2.19,473.4895496
"875",0.25,325.4812371,482.811393,317.6,2.159,352.2027222
"876",0.482,197.4831302,341.1300746,235.3,2.127,175.0653961
"877",0.475,169.2902554,288.7642855,158.254,2.091,152.7472578
"878",0.186,166.7268354,362.9378655,171.326,2.054,100.9409809
"879",0.439,122.374537,315.0414843,106.385,2.031,68.4214577
"880",0.463,109.598816,287.210758,93.441,2.04,53.29517306
"881",0.571,112.8141066,298.1943211,85.794,2.095,49.68202192
"882",0.537,151.3296977,276.9118413,115.465,2.204,52.94920983
"883",0.933,222.8214837,369.1697639,185.552,2.361,101.960465
"884",1.274,255.1442506,414.8047912,216.594,2.541,122.8748753
"885",0.761,261.9987899,428.0443519,216.725,2.711,141.5435652
"886",0.461,281.4069285,438.3399678,218.145,2.847,169.4210833
"887",0.54,315.5409902,481.0586779,210.448,2.939,200.3808661
"888",0.871,285.2017655,460.2465787,202.498,2.996,259.2593168
"889",0.92,246.8308325,481.7652814,202.39,3.037,171.7881036
"890",0.868,283.6798254,559.6720182,203.285,3.093,160.0587266
"891",0.984,270.3934065,537.5427023,206.181,3.183,170.2796104
"892",1.005,260.6153414,530.8842313,220.613,3.314,179.5425542
"893",0.94,344.2050566,724.4828612,245.775,3.477,197.9719563
"894",1.123,371.7152174,696.5184754,271,3.658,207.9933841
"895",1.309,360.2876004,694.6891471,317.543,3.836,225.6369888
"896",1.306,361.6969441,740.6984909,320.216,3.994,240.4245379
"897",0.964,359.7011877,645.4027344,319.198,4.129,253.8006468
"898",0.749,366.2333106,740.6348573,322.45,4.245,272.1408693
"899",0.279,2112.623215,2222.749215,1725.845,8.609,417.9349654
"900",0.049,2048.719939,2328.136939,1727.382,8.834,367.7880355
"901",0.231,2045.609284,2436.962284,1749.515,9.06,352.122029
"902",0.378,2245.380899,2510.005899,1789.425,9.29,346.5021323
"903",-0.179,2280.967644,2443.464144,1786.365,9.53,343.5339457
"904",0.02,2327.740409,2522.875409,1822.665,9.785,338.4486988
"905",-0.102,2450.834632,2667.568632,1846.685,10.055,335.8130905
"906",0.46,2368.924045,2546.659045,1699.714,10.34,330.4042425
"907",0.515,2359.090372,2445.472372,1746.59,10.64,332.0163084
"908",-0.012,2536.065613,2659.261613,1790.19,10.954,335.6533386
"909",0.041,2619.198767,2710.205958,1818.529,11.281,336.1253367
"910",0.295,2562.120373,2703.620373,1806.553,11.621,305.7037355
"911",0.347,2612.559171,2701.676431,1832.779,11.975,300.1855663
"912",0.183,2757.146635,2906.974287,1930.646,12.343,297.3416233
"913",0.298,2629.213881,2810.513832,1828.21,12.728,288.1410725
"914",0.339,2695.465849,2785.90709,1838.9,13.129,284.1232613
"915",0.16,2716.663208,2863.207186,1845.717,13.547,281.2736615
"916",0.596,2766.863379,2938.658619,1893.709,13.982,282.5884468
"917",0.761,2666.742411,2950.580763,1920.939,14.431,284.5626942
"918",0.409,2789.510075,3183.219027,1925.294,14.892,288.6013937
"919",0.426,2720.819779,3077.760262,1929.602,15.364,293.050801
"920",0.61,2869.234164,3175.29233,1935.92,15.846,301.2357054
"921",0.566,2767.440233,3124.705752,1945.305,16.339,255.1204354
"922",0.657,2949.730467,3223.809731,1962.865,16.842,271.718768
"923",0.418,3136.160068,3449.43862,1984.149,17.358,277.5010421
"924",0.636,3748.623018,4018.172203,2093.979,17.886,281.7051056
"925",0.808,3805.985305,4121.429136,2184.701,18.427,287.1680017
"926",0.7,3919.222673,4141.80369,2147.069,18.98,296.2002406
"927",0.522,4175.380376,4412.856549,2176.02,19.546,308.12582
"928",0.85,4533.193594,4779.434328,2483.847,20.124,286.923684
"929",1.138,4706.862732,4965.003467,2571.353,20.714,280.2230374
"930",1.002,4590.827677,4934.068411,2525.169,21.315,277.4027366
"931",0.746,4683.263632,5126.604366,2219.3,21.929,277.9943157
"932",0.219,1359.074425,1395.400851,1142,6.24,230.2862219
"933",-0.206,1418.836581,1501.622263,1258.56,6.409,212.3525902
"934",-0.089,1594.580141,1621.078954,1363.2,6.567,212.4316963
"935",0.7,1490.082435,1510.211203,1324.684,6.741,214.6441759
"936",0.085,1566.153782,1587.080782,1357.67,6.967,218.813766
"937",-0.129,1521.624749,1551.007613,1339.435,7.268,219.339435
"938",0.023,1465.842137,1481.647137,1383.049,7.661,207.6406108
"939",0.379,1352.130083,1412.715083,1349.857,8.128,198.8912357
"940",0.617,1582.430209,1714.696392,1383.253,8.617,193.5652398
"941",0.036,1679.671004,1869.919231,1466.433,9.051,186.7617331
"942",0.525,1505.182115,1559.185365,1521.147,9.381,190.4489798
"943",0.102,1773.224975,2004.327598,1597.795,9.584,202.6895206
"944",0.44,785.5735133,1417.775704,1519.921,9.682,185.9251875
"945",-0.066,2241.394471,2378.395774,1551.247,9.722,203.1056535
"946",0.136,1225.104314,1584.307576,1348.894,9.772,181.3744612
"947",0.708,1912.967539,2138.277041,1517.585,9.883,209.3383923
"948",0.556,2183.717659,2320.827141,1591.889,10.071,220.461277
"949",0.598,1689.902405,1828.304981,1626.296,10.319,223.3227342
"950",0.87,2395.544391,2576.847415,1740.249,10.612,225.6155428
"951",0.23,3197.344309,3339.247339,1840.155,10.922,225.8809138
"952",0.666,3608.06512,3647.066572,1928.9,11.229,223.1680742
"953",0.561,3132.479584,3287.051309,1996.319,11.529,206.5473141
"954",0.676,2294.615542,2932.580316,1849.499,11.833,204.6620309
"955",0.851,2868.479889,2985.601153,2026.815,12.145,210.3715876
"956",0.719,2688.238374,2985.321123,2020.475,12.473,214.7775576
"957",1.236,2068.535993,2436.655973,1992.628,12.823,214.8479979
"958",1.019,3804.141994,4028.392592,2265.321,13.195,213.0961752
"959",0.994,4847.144201,5029.700933,1755.176,13.589,226.5570769
"960",0.679,4283.636576,4466.363757,2168.172,14.005,238.1587192
"961",1.004,5368.070368,5521.866143,2192.668,14.442,251.8207502
"962",1.238,5189.567394,5291.263169,2317.872,14.901,220.8081674
"963",0.87,5644.303743,5813.499517,2254.538,15.381,223.217379
"964",1.097,5479.21701,5584.472785,2227.748,15.883,220.2387322
"965",0.963,931.6317085,1018.633079,1338.6,7.246,341.4043023
"966",0.361,1160.623866,1258.041021,1434.218,7.395,319.7676884
"967",0.254,1239.569721,1446.928599,1638.404,7.552,298.5985528
"968",0.831,1420.066435,1570.572401,1769.93,7.712,306.4329876
"969",0.582,1085.030168,1293.416092,1603.21,7.867,313.5215557
"970",0.497,1661.867572,1935.895262,1597.904,8.01,272.9554899
"971",0.289,1659.659386,1889.779486,1592.114,8.139,291.2889613
"972",1.06,1567.57821,1699.898019,1591.419,8.259,285.5690191
"973",0.764,2106.438055,2264.500109,2287.122,8.379,285.6493131
"974",0.093,2049.873584,2142.041724,2298.899,8.513,314.2270261
"975",0.89,1694.649436,1904.008959,2445.312,8.673,302.7159367
"976",0.669,2284.863256,2410.836145,2295.469,8.861,301.0816304
"977",0.193,1690.999324,1799.993487,2457.95,9.076,318.4449172
"978",1.025,2111.071225,2186.331874,2930.271,9.313,303.7015892
"979",0.213,2323.244165,2429.681357,3013.014,9.564,298.4287165
"980",0.577,2043.164878,2145.54411,2710.699,9.825,308.5382123
"981",1.165,2037.908837,2160.390459,2025.909,10.093,310.011921
"982",0.831,1984.567829,2125.827266,2018.788,10.371,322.1002398
"983",1.193,2343.933895,2486.922179,2128.786,10.663,332.1802363
"984",0.417,2706.919439,2861.387418,2477.125,10.97,344.6296707
"985",0.69,2143.163784,2264.826659,2303.962,11.295,345.4241954
"986",0.599,2334.427925,2509.877703,2634.652,11.64,375.7436261
"987",1.239,2367.991746,2588.625284,3209.093,12.002,379.5457159
"988",1.246,3172.712259,3291.91829,3489.405,12.38,395.3381357
"989",1.202,2651.102781,2877.344346,3300.207,12.772,391.5793716
"990",1.385,3183.08242,3421.16174,3138.499,13.177,402.6195306
"991",1.108,3487.86101,3687.933435,3306.351,13.593,423.7786299
"992",0.957,3714.935692,3852.521833,3557.478,14.021,428.5012593
"993",0.549,4199.014726,4435.282488,3475.338,14.46,436.1775237
"994",0.982,5840.293352,5971.946222,3991.501,14.91,441.8686961
"995",1.665,5805.038221,5938.758092,3970.953,15.37,453.5884178
"996",1.239,5374.944782,5678.064653,5822.994,15.84,452.1456991
"997",0.432,6241.266145,6458.086015,4026.312,16.319,437.0822616
"998",0.857,45.17669392,211.9358486,113.867,1.518,732.2206826
"999",0.8,56.27543241,198.7007542,144.159,1.562,736.1468194
"1000",0.45,56.271146,209.5785228,139.07,1.608,698.3553787
"1001",1.488,41.69755843,339.8730986,105.21,1.654,704.2936373
"1002",0.477,46.66473734,313.5372365,106.143,1.701,662.73479
"1003",0.471,101.0754721,405.0448712,171.7,1.748,664.2289297
"1004",0.175,117.4084334,305.4916498,184.3,1.795,683.7944001
"1005",1.457,135.6583334,337.8199753,153.12,1.843,678.6416017
"1006",0.819,158.851782,409.688695,204.922,1.892,672.4387508
"1007",0.631,167.0898913,379.7095745,196.512,1.943,686.0716129
"1008",1.345,86.4979699,363.226069,122.419,1.996,656.0245472
"1009",0.767,92.24881484,421.3711946,159.78,2.05,650.1651982
"1010",0.822,90.2478716,418.995986,126.515,2.108,644.126058
"1011",0.922,166.9646914,415.4343449,200.933,2.167,663.392256
"1012",0.632,183.6369273,405.1607655,312.46,2.228,625.4806197
"1013",1.144,200.7589982,460.8759055,289.995,2.292,667.7210709
"1014",1.491,95.9652423,475.6957686,278.952,2.358,686.797705
"1015",1.175,121.0961341,435.7884023,199.214,2.425,640.8108787
"1016",1.701,149.3172319,426.5356794,214.44,2.495,650.9820586
"1017",0.508,159.8775,475.6805577,227.297,2.568,681.2585533
"1018",1.161,149.6425755,504.8714959,210.761,2.643,659.0776118
"1019",1.319,101.0040174,464.0647929,197.239,2.72,653.2846352
"1020",1.268,87.1902602,559.2535565,114.566,2.8,638.8381315
"1021",1.166,148.3291069,607.7419844,214.953,2.882,657.7692853
"1022",1.269,82.46194766,594.9822919,184.101,2.965,676.1013822
"1023",1.265,164.8853421,613.1859767,206.739,3.047,716.9165897
"1024",1.338,119.3423703,543.1434559,256.866,3.13,829.594306
"1025",0.961,148.9503166,607.2546615,262.298,3.213,821.2106155
"1026",1.223,159.0695238,695.9589309,251.299,3.295,828.9370568
"1027",0.862,150.6542095,675.3538799,242.557,3.378,798.703359
"1028",1.918,222.1040614,720.9037318,294.919,3.46,819.4114899
"1029",1.533,136.6958292,592.3954995,148.016,3.542,832.0949728
"1030",0.8,243.2497616,726.849432,175.513,3.623,875.0596901
"1031",0.215,352.9845831,521.591625,544.3,1.737,690.6528425
"1032",1.155,569.4004109,670.7006967,535.6,1.781,729.7819147
"1033",0.636,836.9607143,928.7541648,595.4,1.827,752.9113343
"1034",-0.314,628.2391791,687.1557534,627.18,1.875,777.166553
"1035",-0.407,912.3911379,985.2899791,643.71,1.926,799.8102467
"1036",0.392,903.0617216,961.8129042,640.862,1.981,850.5048906
"1037",0.195,727.1370119,784.2323117,635.253,2.039,854.8912376
"1038",0.656,840.8619194,899.5471025,654.772,2.097,873.7060018
"1039",1.364,878.6298424,936.286813,684.907,2.149,888.1864955
"1040",1.559,751.8766905,815.3187521,666.29,2.193,842.6496035
"1041",1.106,620.1426992,725.7110993,624.19,2.226,757.9873805
"1042",0.835,513.5786304,587.1160532,601.328,2.252,679.8834027
"1043",0.474,488.9538528,637.1228954,554.4,2.271,652.8314122
"1044",1.351,342.4022195,387.1869816,452.7,2.288,661.8112198
"1045",1.286,274.3396484,342.3038742,360.926,2.306,698.5158117
"1046",0.421,231.1772919,476.1274265,339.542,2.325,708.2924084
"1047",1.965,253.7672269,444.3145378,323.446,2.346,729.3052616
"1048",2.146,210.2856648,401.2537105,315.047,2.367,746.9770992
"1049",1.778,184.0603091,390.1104727,287.897,2.389,762.8220295
"1050",0.996,155.7534935,359.649011,191.317,2.411,764.5240383
"1051",1.696,156.9493102,429.2519348,208.413,2.435,779.3403733
"1052",1.793,139.3738312,364.393722,224.3,2.459,808.2599627
"1053",0.511,184.892622,441.8018051,215.282,2.485,855.8266191
"1054",1.754,158.6317649,429.1852931,181.664,2.514,935.8403954
"1055",0.964,97.26794028,375.3970426,169.156,2.547,990.7184691
"1056",1.26,165.8753535,457.015156,136.924,2.584,1060.086897
"1057",2.768,143.5780187,540.430237,133.239,2.625,1150.470408
"1058",1.805,246.730792,540.2937159,166.244,2.667,1233.136326
"1059",1.442,430.2086887,622.5428472,265.923,2.712,1197.291011
"1060",0.351,397.0913283,518.2254868,272.927,2.756,1253.168871
"1061",0.795,496.0704037,621.8345623,315.303,2.8,1449.50289
"1062",0.253,535.7797648,659.2139233,322.383,2.844,1602.370528
"1063",0.601,4644.477795,6472.835445,4466.627,19.567,1294.547971
"1064",0.507,2228.886071,4959.281565,4419.512,20.088,1226.115145
"1065",0.494,5039.543162,7021.428459,4327.512,20.633,1308.55312
"1066",0.796,3745.23017,5767.319957,4752.912,21.191,1266.992762
"1067",0.302,3915.773651,6688.040905,4527.212,21.747,1288.136578
"1068",0.879,5527.604252,7714.754928,4841.012,22.291,1336.188174
"1069",0.301,8009.184942,9628.310416,5227.412,22.819,1413.599079
"1070",1.099,4523.767847,6768.012778,5116.362,23.331,1347.395331
"1071",0.992,8174.333443,9826.584077,5374.762,23.828,1456.690707
"1072",0.653,7668.745755,9039.662394,5587.412,24.311,1461.539158
"1073",1.372,6506.078266,8811.817306,5656.037,24.781,1491.666081
"1074",0.121,8938.177233,10976.2814,5562.064,25.238,1565.688249
"1075",0.222,3189.704582,7069.16588,5081.105,25.68,1476.714249
"1076",0.252,3032.480363,6156.046017,5085.115,26.108,1437.802627
"1077",1.105,9885.492902,11620.29576,6141.013,26.524,1561.844569
"1078",1.284,2034.120939,5799.171771,4045.706,26.929,1437.139823
"1079",1.046,10402.60475,12727.19152,6052.222,27.324,1589.399952
"1080",1.374,4394.726187,8091.021038,4981.008,27.709,1532.400736
"1081",1.635,6918.265076,11773.4564,5966.701,28.083,1627.751965
"1082",1.168,4146.083822,7864.489325,5233.799,28.444,1615.601408
"1083",1.074,2274.409107,7101.852314,5505.384,28.793,1621.436378
"1084",1.978,4889.319031,9365.406712,5208.636,29.129,1723.770925
"1085",1.353,5620.510971,9780.603556,5006.566,29.454,1761.280711
"1086",1.851,8322.646147,11504.48295,5628.187,29.77,1852.663756
"1087",1.286,8986.10563,13053.78756,5750.309,30.082,1921.488326
"1088",1.437,4741.128887,9090.999301,5523.644,30.392,1958.537045
"1089",1.641,9629.035628,13496.08199,5652.992,30.702,2089.206607
"1090",1.187,2860.825978,9208.683568,4909.756,31.011,2124.355269
"1091",1.336,5704.315856,11330.79165,5378.539,31.321,2220.843631
"1092",1.427,10747.29486,14928.04107,5462.48,31.635,2303.426712
"1093",2.276,8142.423346,14251.16955,5119.819,31.951,2363.728829
"1094",1.967,9046.163503,15177.90971,5440.909,32.273,2474.599717
"1095",1.567,5733.981811,11895.72802,5291.423,32.599,2552.823758
"1096",0.046,1976.294006,2345.653006,1998,12.146,205.6803722
"1097",-0.228,1978.456361,2299.271361,2006,12.442,210.8265201
"1098",-0.03,1952.797839,2260.884839,2185.5,12.731,191.8238497
"1099",0.854,1957.639413,2234.392276,2189.5,12.993,158.4467175
"1100",0.171,2010.197647,2440.830647,2219.5,13.199,145.8355042
"1101",-0.043,2051.499713,2650.719713,2319.5,13.335,145.7916451
"1102",0.036,2126.503591,2375.695647,2439.5,13.384,141.9169632
"1103",0.544,1907.298771,2343.288438,2344.5,13.365,163.0101674
"1104",0.524,1883.908664,2512.971918,2344.5,13.336,176.7605368
"1105",0.067,1944.789229,2418.507958,2449.5,13.378,187.6589723
"1106",0.324,2393.386879,2933.728522,2508.96,13.547,187.1710761
"1107",0.264,1917.570955,2620.361139,2588.501,13.867,191.8115862
"1108",0.743,1464.429135,2558.987685,2364.262,14.318,176.2867205
"1109",0.28,2069.353126,2597.720313,2212.47,14.855,184.6195779
"1110",0.058,2024.143568,2564.979203,2444.903,15.409,190.0232985
"1111",0.602,2653.294183,3092.107778,2730.203,15.933,188.7371977
"1112",0.132,3094.763421,3484.890355,2688.835,16.413,196.7756567
"1113",0.225,3452.676935,3772.274822,2874.959,16.862,211.1464522
"1114",0.873,3699.978877,4236.078442,3043.34,17.296,228.0431097
"1115",0.273,4022.668749,4645.449376,2861.261,17.736,240.4385193
"1116",0.293,3622.94389,4174.64344,2821.347,18.201,236.8519096
"1117",0.45,3952.867921,4546.087555,2619.022,18.691,258.0866363
"1118",0.537,3990.949475,4709.32571,3078.367,19.2,273.3967883
"1119",0.527,4292.75321,5119.467714,3083.952,19.721,282.2076508
"1120",0.299,4592.374336,5385.721306,2918.027,20.246,298.9980369
"1121",1.006,3769.769883,4755.329039,3351.345,20.77,316.7316
"1122",0.551,4758.153789,5705.884258,3184.411,21.291,328.5124093
"1123",0.661,4198.315936,4932.699008,3225.35,21.811,344.0322254
"1124",0.359,3948.729729,4950.104735,3934.4,22.333,358.937899
"1125",0.573,4925.424875,5774.598887,3883.55,22.859,372.8905554
"1126",1.002,6550.914513,7497.588525,3816.001,23.391,390.2267932
"1127",0.745,6783.886257,7615.260269,4242.991,23.93,409.3660799
"1128",0.722,6017.360591,6853.834604,3440.052,24.475,429.8690065
"1129",0.134,129.4855946,183.4855946,217.6,1.013,3304.758975
"1130",-0.037,132.2218596,192.2218596,218.7,1.035,3263.365635
"1131",0.319,135.6286155,199.6286155,224.8,1.057,3183.671416
"1132",0.621,142.1938093,207.1938093,232,1.082,3054.912667
"1133",0.698,147.3891827,215.3891827,234.2,1.113,2962.558599
"1134",0.441,122.9523784,213.9263784,218.5,1.15,2882.930176
"1135",0.251,141.514457,217.115457,225,1.195,2905.042817
"1136",0.993,131.3333378,233.5703378,218.8,1.248,2879.379069
"1137",0.344,146.7788959,239.5728959,235.059,1.304,2779.579711
"1138",-0.41,159.7314092,250.5114092,243.113,1.361,2712.07982
"1139",0.638,162.4782802,219.1782802,239.293,1.415,2673.651559
"1140",0.138,174.1398665,248.0398665,235.862,1.465,2793.460203
"1141",0.611,90.11958549,271.1195855,218.2,1.513,2899.332546
"1142",0.726,136.1137542,258.1137542,234.346,1.558,2759.036164
"1143",0.208,179.6585366,267.6585366,372.457,1.604,2875.979793
"1144",0.976,128.9961707,266.9961707,346.581,1.651,2909.040536
"1145",0.119,160.1272303,284.1272303,353.027,1.701,2913.752252
"1146",0.078,257.2035632,400.9131985,382.284,1.752,2948.24472
"1147",1.316,142.5773375,330.2438762,304.598,1.803,2959.192046
"1148",0.874,148.0473109,335.8270641,334.152,1.851,2979.659472
"1149",0.023,196.4394184,357.2980589,353.846,1.896,3010.416666
"1150",0.417,189.0881369,360.2281652,308.267,1.936,2983.017849
"1151",0.849,187.8897811,414.8240518,275.981,1.973,3067.198359
"1152",1.274,188.9099841,436.0040438,331.756,2.008,3141.498554
"1153",1.082,230.7484338,414.8609274,341.237,2.043,3466.59312
"1154",1.041,250.9035313,458.3769824,314.845,2.08,3491.010309
"1155",-0.193,275.1257185,439.6002071,338.32,2.119,3669.132959
"1156",1.075,216.9993045,396.7123638,281.07,2.159,3794.689834
"1157",0.736,203.3866538,417.6219719,266.603,2.2,3849.709591
"1158",0.701,207.7433206,421.8894225,346.122,2.242,3736.439431
"1159",1.47,256.1774947,434.7235966,353.85,2.283,3899.534097
"1160",-0.232,222.5166093,383.6627113,342.169,2.324,4048.162877
"1161",0.119,271.4721677,467.6182696,342.257,2.364,4179.302164
"1162",0.168,3044.209586,3100.624586,2312.46,15.045,177.0086733
"1163",-0.043,3154.234154,3211.254154,2375.77,15.405,187.2931014
"1164",-0.145,2693.364167,2764.379167,2397.34,15.775,189.8126556
"1165",-0.433,3487.016319,3571.234631,2544.2,16.153,179.8515655
"1166",-0.044,3521.69747,3553.567181,2672.41,16.54,192.6476992
"1167",0.295,3558.984435,3576.876294,2728.59,16.936,199.7044032
"1168",-0.106,3319.922306,3346.70596,2721.15,17.341,203.9451543
"1169",0.245,3883.083486,3953.062793,2928.87,17.757,202.5443699
"1170",0.528,4362.172449,4460.700266,3089.64,18.183,213.0232793
"1171",0.006,4708.228385,4732.305595,3116.42,18.624,216.9838365
"1172",-0.095,4822.793112,4847.545,3157.28,19.081,221.6033618
"1173",-0.007,4607.149758,4639.925968,3099.07,19.554,230.0135775
"1174",-0.185,4204.998126,4239.881261,2953.32,20.043,233.6166616
"1175",-0.306,4761.776139,4802.27481,3218.53,20.546,236.6710458
"1176",0.078,4588.21454,4789.266844,3144.903,21.064,249.8176136
"1177",0.207,5053.333185,5154.670898,3333.214,21.595,252.1265867
"1178",0.108,5311.361545,5332.090126,3384.79,22.138,259.0469475
"1179",-0.431,5344.355441,5385.442787,3393.89,22.692,265.4815887
"1180",0.298,5378.231712,5433.90379,3390.193,23.255,266.8684073
"1181",0.686,6002.496265,6113.194284,3429.062,23.825,271.977763
"1182",0.157,6029.653371,6089.837123,3475.569,24.401,282.0221366
"1183",0.528,6015.075022,6070.090525,3420.636,24.98,288.7079137
"1184",0.57,6190.478635,6261.238935,3482.652,25.563,282.4628268
"1185",0.355,6520.730517,6622.355448,3501.72,26.144,287.0812626
"1186",0.429,6609.328669,6712.649584,3512.401,26.718,294.0677855
"1187",0.769,6650.680612,6787.381718,3524.984,27.282,298.008173
"1188",0.895,6376.777888,6663.217734,3537.198,27.834,301.926093
"1189",0.595,6965.339348,7142.130744,3484.664,28.374,306.2843429
"1190",0.345,7245.528487,7411.098682,3601.248,28.905,319.011809
"1191",1.216,6693.531868,7111.348138,3630.924,29.433,327.4906797
"1192",1.248,7434.110887,7953.627156,3600.082,29.959,337.2371902
"1193",0.324,8156.452178,8721.068448,3682.229,30.486,342.7476933
"1194",0.503,7707.581328,8252.197597,3695.563,31.011,353.2953381
"1195",0.718,348.8297207,500.5649869,244.642,3.242,1371.580554
"1196",0.226,401.7726371,607.4107099,306.95,3.334,1405.264445
"1197",0.637,409.9306818,479.1483717,293.999,3.427,1355.968446
"1198",0.765,402.559996,624.3386352,262.565,3.519,1381.436594
"1199",0.044,425.3744523,556.2596541,284.948,3.609,1325.891725
"1200",0.079,478.7679588,581.618125,312.2,3.697,1241.498727
"1201",0.205,460.9973036,625.3401846,257.446,3.781,1201.567873
"1202",0.468,431.9485242,593.9490115,279.93,3.863,1167.755011
"1203",0.497,488.256402,691.515402,293.23,3.944,1001.374608
"1204",0.208,468.9919393,610.2145413,318.91,4.03,963.3686286
"1205",0.375,361.1307885,516.3379753,326.47,4.121,941.2187455
"1206",0.537,360.535139,513.6763374,289.16,4.219,917.6025524
"1207",0.505,447.1144998,581.4809042,301.67,4.323,898.9794143
"1208",0.41,505.4466436,665.328537,335.349,4.43,873.8345905
"1209",0.713,455.4785124,615.737219,308.986,4.536,881.8979503
"1210",0.81,522.9932679,664.4847565,376.719,4.637,913.6904271
"1211",0.062,606.4839123,805.6689653,406.028,4.733,951.9491563
"1212",0.802,544.4344992,728.7113736,367.631,4.825,970.8385091
"1213",1.135,550.4867181,880.5517418,383.707,4.912,989.0394837
"1214",0.179,527.0830904,807.9435436,358.052,4.995,1041.037195
"1215",0.26,690.1316092,970.3677609,472.324,5.074,1066.862966
"1216",0.632,707.3353885,1009.717986,455.857,5.149,1082.451141
"1217",0.837,848.9982154,1186.045475,539.619,5.22,1075.778165
"1218",0.854,920.9544512,1228.102424,552.532,5.288,1088.713188
"1219",0.693,727.000234,1139.005909,459.205,5.356,1131.990874
"1220",0.948,896.3907505,1321.578927,559.277,5.424,1165.667865
"1221",0.662,821.5321353,1348.713744,486.64,5.494,1198.598562
"1222",0.915,875.613515,1298.649187,492.324,5.564,1243.038227
"1223",0.555,803.0012134,1150.59456,454.89945,5.636,1276.188032
"1224",0.768,842.307451,1199.533995,458.99911,5.71,1232.206354
"1225",0.82,846.3173976,1278.943941,478.43294,5.788,1259.638116
"1226",0.649,959.7214626,1348.948006,523.945,5.87,1309.720614
"1227",0.583,844.1343782,1260.360922,476.863,5.955,1358.218152
"1228",0.539,1843.112346,1932.754007,3905.403,5.871,404.3447356
"1229",0.054,1763.384629,1905.016361,4091.65,6.038,395.5553213
"1230",0.368,1795.136349,1949.859349,4295.655,6.208,390.9678806
"1231",0.045,1793.985466,1922.381671,4316.305,6.382,362.2402226
"1232",0.622,1162.343185,1252.000982,4194.634,6.56,293.1167175
"1233",0.298,1928.606741,2269.661741,4376.476,6.744,307.13794
"1234",0.75,1910.251183,1978.301183,4411.886,6.934,317.7207869
